Name,Date,Violation,Address,CountyName,CountyValue
10 K ALLEY TESORO,"Feb. 27, 2019",Warning Issued,"10 K ALLEY TESORO 400 S Collier Blvd, Marco Island (Collier county), FL, 34145",Collier,collier
ALEXANDER'S,"Feb. 27, 2019",Warning Issued,"ALEXANDER'S 4077 N Tamiami Trl, Naples (Collier county), FL, 34103",Collier,collier
TROPIC CHILL DELI,"Feb. 27, 2019",Warning Issued,"TROPIC CHILL DELI 75 9 St S, Naples (Collier county), FL, 34102",Collier,collier
BELLINI NAPLES LLC,"Feb. 27, 2019",Warning Issued,"BELLINI NAPLES LLC 445 Fifth Ave S, Naples (Collier county), FL, 34102",Collier,collier
GARIBALDI BAKERY & RESTAURANT,"Feb. 27, 2019",Warning Issued,"GARIBALDI BAKERY & RESTAURANT 11510 E Tamiami Trail, Naples (Collier county), FL, 34113",Collier,collier
FRANKS AUTHENTIC ITALIAN DELI,"Feb. 27, 2019",Warning Issued,"FRANKS AUTHENTIC ITALIAN DELI 6654 Collier Blvd # 106, Naples (Collier county), FL, 34114",Collier,collier
FIFY'S,"Feb. 25, 2019",Administrative complaint recommended,"FIFY'S 320 Alachua Street, Immokalee (Collier county), FL, 34142",Collier,collier
NAPOLI ON THE BAY,"Feb. 25, 2019",Warning Issued,"NAPOLI ON THE BAY 13020 Livingston Rd Unit 6, Naples (Collier county), FL, 34105",Collier,collier
REAL SEAFOOD COMPANY,"Feb. 25, 2019",Warning Issued,"REAL SEAFOOD COMPANY 8960 Fontana Del Sol Way, Naples (Collier county), FL, 34109",Collier,collier
OLYMPIA DINING,"Feb. 25, 2019",Warning Issued,"OLYMPIA DINING 2800 Davis Blvd Ste# 109-111, Naples (Collier county), FL, 34104",Collier,collier
STEAK 'N SHAKE #550,"Feb. 23, 2019",Warning Issued,"STEAK 'N SHAKE #550 2620 Pine Ridge Rd, Naples (Collier county), FL, 34109",Collier,collier
ANTHONY'S MEXICAN RESTAURANT,"Feb. 23, 2019",Emergency order recommended,"ANTHONYS MEXICAN RESTAURANT 103 E Main Street, Immokalee (Collier county), FL, 34142",Collier,collier
THE BEAN OF AVE MARIA & THE PUB OF AVE MARIA,"Feb. 23, 2019",Warning Issued,"BEAN OF AVE MARIA & THE PUB OF AVE MARIA 5068 Annunciation Cir #106, Ave Maria (Collier county), FL, 34142",Collier,collier
FIVE GUYS BURGERS AND FRIES,"Feb. 22, 2019",Warning Issued,"FIVE GUYS BURGERS AND FRIES 7335 Radio Rd Suite 109, Naples (Collier county), FL, 34104",Collier,collier
GREEN APRON CAFE,"Feb. 21, 2019",Administrative complaint recommended,"GREEN APRON CAFE 771 Airport Road #3, Naples (Collier county), FL, 34104",Collier,collier
EMPIRE BAGEL FACTORY,"Feb. 21, 2019",Warning Issued,"EMPIRE BAGEL FACTORY 277 N Collier Blvd #1, Marco Island (Collier county), FL, 34145",Collier,collier
QUINNS,"Feb. 21, 2019",Warning Issued,"QUINNS 400 S Collier Blvd, Marco Island (Collier county), FL, 34145",Collier,collier
YANA EATS LLC,"Feb. 21, 2019",Call Back - Admin. complaint recommended,"YANA EATS LLC 923 Cheech Rd, Naples (Collier county), FL, 34103",Collier,collier
MARCO PRIME STEAKS & SEAFOOD,"Feb. 20, 2019",Warning Issued,"MARCO PRIME STEAKS & SEAFOOD 599 S Collier Blvd # 303-304, Marco Island (Collier county), FL, 34145",Collier,collier
MAIA,"Feb. 20, 2019",Warning Issued,"MAIA 400 S Collier Blvd, Marco Island (Collier county), FL, 34145",Collier,collier
ARIO-BUTCHER SHOP-GARDE MANGER,"Feb. 20, 2019",Warning Issued,"ARIO-BUTCHER SHOP-GARDE MANGER 400 S Collier Blvd, Marco Island (Collier county), FL, 34145",Collier,collier
MARIOS PLACE LLC,"Feb. 19, 2019",Warning Issued,"MARIOS PLACE LLC 845 Bald Eagle Dr, Marco Island (Collier county), FL, 34145",Collier,collier
ROMA IN HAVANA RISTORANTE LLC,"Feb. 19, 2019",Administrative complaint recommended,"ROMA IN HAVANA RISTORANTE LLC 1025 W Main St, Immokalee (Collier county), FL, 34142",Collier,collier
ANTHONY'S MEXICAN RESTAURANT,"Feb. 19, 2019",Call Back - Admin. complaint recommended,"ANTHONYS MEXICAN RESTAURANT 103 E Main Street, Immokalee (Collier county), FL, 34142",Collier,collier
BUFFALO WILD WINGS,"Feb. 19, 2019",Warning Issued,"BUFFALO WILD WINGS 3290 Tamiami Trl E, Naples (Collier county), FL, 34112",Collier,collier
COTE D AZUR,"Feb. 19, 2019",Warning Issued,"COTE D AZUR 11224 Tamiami Trail N, Naples (Collier county), FL, 34110",Collier,collier
CHEZ BOET,"Feb. 19, 2019",Warning Issued,"CHEZ BOET 755 12th Ave South, Naples (Collier county), FL, 34102",Collier,collier
BURNTWOOD TAVERN,"Feb. 19, 2019",Warning Issued,"BURNTWOOD TAVERN 9110 Strada Pl #6135, Naples (Collier county), FL, 34108",Collier,collier
CHOPS CITY GRILL,"Feb. 19, 2019",Administrative complaint recommended,"CHOPS CITY GRILL 837 S 5 Ave, Naples (Collier county), FL, 34102",Collier,collier
LESTER'S CONCESSION,"March 14, 2019",Warning Issued,"LESTER'S CONCESSION 9831 Sw Cr 240, Lake City (Columbia county), FL, 32024",Columbia,columbia
CHICK-FIL-A,"March 13, 2019",Warning Issued,"CHICK-FIL-A 3200 Us 90 W, Lake City (Columbia county), FL, 32055",Columbia,columbia
THE COUNTRY CLUB AT LAKE CITY,"March 13, 2019",Call Back - Admin. complaint recommended,"COUNTRY CLUB AT LAKE CITY 717 Nw Fairway Drive, Lake City (Columbia county), FL, 32055",Columbia,columbia
BEEF O BRADY'S,"March 13, 2019",Warning Issued,"BEEF O BRADY'S 857 Sw Main Blvd #100, Lake City (Columbia county), FL, 32025",Columbia,columbia
SMACK SHACK,"March 12, 2019",Warning Issued,"SMACK SHACK 1823 E Duval St, Lake City (Columbia county), FL, 32055",Columbia,columbia
THE COUNTRY CLUB AT LAKE CITY,"March 12, 2019",Emergency Order Callback Time Extension,"COUNTRY CLUB AT LAKE CITY 717 Nw Fairway Drive, Lake City (Columbia county), FL, 32055",Columbia,columbia
THE COUNTRY CLUB AT LAKE CITY,"March 11, 2019",Emergency order recommended,"COUNTRY CLUB AT LAKE CITY 717 Nw Fairway Drive, Lake City (Columbia county), FL, 32055",Columbia,columbia
KEN'S BAR-B-Q #6,"March 11, 2019",Warning Issued,"KEN'S BAR-B-Q #6 1695 W Us Hwy 90, Lake City (Columbia county), FL, 32055",Columbia,columbia
RED GINGER,"Feb. 26, 2019",Warning Issued,"RED GINGER 2143 W Us Hwy 90 Ste 101, Lake City (Columbia county), FL, 32055",Columbia,columbia
MOE'S SOUTHWEST GRILL,"Feb. 20, 2019",Warning Issued,"MOE'S SOUTHWEST GRILL 2941 W Us Hwy 90 #101, Lake City (Columbia county), FL, 32055-4731",Columbia,columbia
LA FIESTA CAFETERIA,"March 16, 2019",Administrative complaint recommended,"LA FIESTA CAFETERIA 2570 W 12 Ave, Hialeah (Dade county), FL, 33010",Dade,dade
KEY WEST CONCH SHACK & GRILL,"March 16, 2019",Warning Issued,"KEY WEST CONCH SHACK & GRILL 292 Nw 54 St, Miami (Dade county), FL, 33127",Dade,dade
BATTING CAGE,"March 15, 2019",Warning Issued,"BATTING CAGE 1704 Nw 7 St, Miami (Dade county), FL, 33125",Dade,dade
SERGIO'S CAFETERIA,"March 15, 2019",Warning Issued,"SERGIO'S CAFETERIA 3252 Coral Way, Miami (Dade county), FL, 331452234",Dade,dade
SUBWAY NUMBER 28843 INC,"March 15, 2019",Warning Issued,"SUBWAY NUMBER 28843 INC 1501 Biscayne Blvd Unit 102, Miami (Dade county), FL, 33132",Dade,dade
MELTING POT (THE),"March 15, 2019",Warning Issued,"MELTING POT (THE) 11520 Sw 72 St, Miami (Dade county), FL, 33173",Dade,dade
BIG O SMOKE & GRILL,"March 15, 2019",Warning Issued,"BIG O SMOKE & GRILL 1704 Nw 7 St, Miami (Dade county), FL, 33125",Dade,dade
CLIFF RESTAURANT & CATERING,"March 15, 2019",Warning Issued,"CLIFF RESTAURANT & CATERING 10740 Nw 7 Ave, Miami (Dade county), FL, 33168",Dade,dade
DOMENICO'S ITALIAN DELI,"March 15, 2019",Administrative complaint recommended,"DOMENICO'S ITALIAN DELI 13975 Nw 67 Ave, Miami Lakes (Dade county), FL, 33014",Dade,dade
CATERING 'THE EVENT,"March 15, 2019",Call Back - Admin. complaint recommended,"CATERING 'THE EVENT 6335 Nw 99 Ave, Doral (Dade county), FL, 33178",Dade,dade
APIZZA BROOKLYN,"March 15, 2019",Administrative complaint recommended,"APIZZA BROOKLYN 9513 - 9515 S Dixie Hwy, Miami (Dade county), FL, 33156",Dade,dade
DOMINO'S PIZZA 3871,"March 15, 2019",Warning Issued,"DOMINO'S PIZZA 3871 6544 Collins Ave, Miami Beach (Dade county), FL, 33141",Dade,dade
"FOR HERE,OR TO GO INC","March 15, 2019",Warning Issued,"FOR HERE,OR TO GO INC 1458 Washington Ave, Miami Beach (Dade county), FL, 33139",Dade,dade
LA GRANJA POLLOS A LA BRASA,"March 15, 2019",Warning Issued,"LA GRANJA POLLOS A LA BRASA 13822 Sw 56 St, Miami (Dade county), FL, 33175",Dade,dade
BASIL THAI,"March 15, 2019",Call Back - Admin. complaint recommended,"BASIL THAI 7535 Sw 88th StreetFc-1360, Miami (Dade county), FL, 33156",Dade,dade
HAVANA 1957,"March 15, 2019",Warning Issued,"HAVANA 1957 1446 Washington Ave, Miami Beach (Dade county), FL, 33139",Dade,dade
PIZZA DELI & COMPANY,"March 15, 2019",Warning Issued,"PIZZA DELI & COMPANY 1920 Sw 57 Ave, Miami (Dade county), FL, 33155",Dade,dade
APPLEBEE'S NEIGHBORHOOD GRILL & BAR,"March 15, 2019",Warning Issued,"APPLEBEE'S NEIGHBORHOOD GRILL & BAR 9815 Nw 41 St, Miami (Dade county), FL, 33178",Dade,dade
GEMYS,"March 15, 2019",Warning Issued,"GEMYS 7351 Collins Ave, Miami Beach (Dade county), FL, 33141",Dade,dade
MIRIAM'S GRILL,"March 15, 2019",Warning Issued,"MIRIAM'S GRILL 2190 Nw 183rd St, Miami Gardens (Dade county), FL, 33056",Dade,dade
EL PLATONEEKA INC,"March 15, 2019",Warning Issued,"EL PLATONEEKA INC 18304 Sw 147th Ave, Miami (Dade county), FL, 33187",Dade,dade
EL PLATONEEKA INC,"March 15, 2019",Warning Issued,"EL PLATONEEKA INC 18304 Sw 147th Ave, Miami (Dade county), FL, 33187",Dade,dade
LA VENTANA RESTAURANT,"March 14, 2019",Warning Issued,"LA VENTANA RESTAURANT 710 Washington Ave Ste Cu-2, Miami Beach (Dade county), FL, 33139",Dade,dade
PIRATES RAW BAR & GRILL LLC,"March 14, 2019",Emergency order recommended,"PIRATES RAW BAR & GRILL LLC 17850 W Dixie Hwy, Miami (Dade county), FL, 33160",Dade,dade
SNAPPER FISH AND CHICKEN,"March 14, 2019",Warning Issued,"SNAPPER FISH AND CHICKEN 5330 Nw 17 Ave, Miami (Dade county), FL, 33142",Dade,dade
GOLDEN RULE SEAFOOD,"March 14, 2019",Warning Issued,"GOLDEN RULE SEAFOOD 17505 S Dixie Hwy, Miami (Dade county), FL, 33157-5435",Dade,dade
KENTUCKY FRIED CHICKEN,"March 14, 2019",Emergency order recommended,"KENTUCKY FRIED CHICKEN 17701 Nw 27 Ave, Miami Gardens (Dade county), FL, 33056",Dade,dade
CANTON VILLAGE RESTAURANT,"March 14, 2019",Warning Issued,"CANTON VILLAGE RESTAURANT 3405 E 4 Ave, Hialeah (Dade county), FL, 33013",Dade,dade
A FISH CALLED AVALON,"March 14, 2019",Call Back - Admin. complaint recommended,"A FISH CALLED AVALON 700 Ocean Dr, Miami Beach (Dade county), FL, 33139",Dade,dade
TACO SHOP,"March 14, 2019",Warning Issued,"TACO SHOP 831 W 49 St, Hialeah (Dade county), FL, 33012",Dade,dade
LA FAMILIA BAR & RESTAURANT,"March 14, 2019",Warning Issued,"LA FAMILIA BAR & RESTAURANT 2818 Nw 22 Ave, Miami (Dade county), FL, 33142",Dade,dade
UTOPIA BANQUET HALL,"March 14, 2019",Warning Issued,"UTOPIA BANQUET HALL 7911 Nw 72 Ave Ste 222a, Medley (Dade county), FL, 33166",Dade,dade
MABYS CAFE INC,"March 14, 2019",Warning Issued,"MABYS CAFE INC 4120 Palm Ave, Hialeah (Dade county), FL, 33012",Dade,dade
SPRITZ OF CORAL GABLES,"March 14, 2019",Warning Issued,"SPRITZ OF CORAL GABLES 2305 Ponce De Leon Blvd, Miami (Dade county), FL, 33134",Dade,dade
ENIS SEAFOOD INC,"March 14, 2019",Warning Issued,"ENIS SEAFOOD INC 11322 Sw 184 St, Miami (Dade county), FL, 331576553",Dade,dade
MOJO DONUTS + FRIED CHICKEN,"March 14, 2019",Warning Issued,"MOJO DONUTS + FRIED CHICKEN 8870 Sw 40 St Ste 13, Miami (Dade county), FL, 33165",Dade,dade
BIJON RESTAURANT,"March 14, 2019",Warning Issued,"BIJON RESTAURANT 827 Nw 119th, Miami (Dade county), FL, 33168",Dade,dade
TREBOL PIZZERIA 12 Y 29,"March 13, 2019",Warning Issued,"TREBOL PIZZERIA 12 Y 29 1167 W 29 St, Hialeah (Dade county), FL, 33012",Dade,dade
LE CAFE LIMOGE EXPRESS,"March 13, 2019",Warning Issued,"LE CAFE LIMOGE EXPRESS 6280 Sw Sunset Dr #301, South Miami (Dade county), FL, 33143",Dade,dade
SUSHI SAKE NMB,"March 13, 2019",Warning Issued,"SUSHI SAKE NMB 13551 Biscayne Blvd #21, North Miami Beach (Dade county), FL, 33181",Dade,dade
LE LAMBI RESTUARANT OF MIAMI,"March 13, 2019",Warning Issued,"LE LAMBI RESTUARANT OF MIAMI 13720 Sw 88 St, Miami (Dade county), FL, 33186",Dade,dade
HAVANA 1957,"March 13, 2019",Warning Issued,"HAVANA 1957 1446 Washington Ave, Miami Beach (Dade county), FL, 33139",Dade,dade
VIA EMILIA,"March 13, 2019",Warning Issued,"VIA EMILIA 1120 15 St, Miami Beach (Dade county), FL, 33139",Dade,dade
MC DONALDS #12111,"March 13, 2019",Warning Issued,"MC DONALDS #12111 17730 Collins Ave, Sunny Isles Bch (Dade county), FL, 331602827",Dade,dade
GRAND 18 THEATRE,"March 13, 2019",Warning Issued,"GRAND 18 THEATRE 17355 Nw 59 Ave, Miami Lakes (Dade county), FL, 33015",Dade,dade
SOUTHERN COMFORT RV RESORT,"March 13, 2019",Warning Issued,"SOUTHERN COMFORT RV RESORT 345 E Palm Dr, Florida City (Dade county), FL, 33034",Dade,dade
KEBAB RESTAURANT,"March 13, 2019",Warning Issued,"KEBAB RESTAURANT 514 Ne 167 St, North Miami Beach (Dade county), FL, 331623910",Dade,dade
DON DOMINGO CAFE PARRILLADA ARGENTINA,"March 13, 2019",Warning Issued,"DON DOMINGO CAFE PARRILLADA ARGENTINA 10817 Sw 40 St, Miami (Dade county), FL, 33165",Dade,dade
SAFFRON @ GROVE BY AYESHA GROUP,"March 13, 2019",Warning Issued,"SAFFRON @ GROVE BY AYESHA GROUP 2982 A Grand Ave Coconut Grove, Miami (Dade county), FL, 33133",Dade,dade
DR. LIMON,"March 13, 2019",Warning Issued,"DR. LIMON 13772 Sw 84 St, Miami (Dade county), FL, 33183",Dade,dade
CAFE BONJOUR,"March 13, 2019",Warning Issued,"CAFE BONJOUR 865 Collins Ave Apt#B, Miami Beach (Dade county), FL, 33139",Dade,dade
BLOCKS PIZZA DELI,"March 13, 2019",Warning Issued,"BLOCKS PIZZA DELI 1447 Washington Ave, Miami Beach (Dade county), FL, 33139",Dade,dade
HABANA FUSION CAFE,"March 13, 2019",Call Back - Admin. complaint recommended,"HABANA FUSION CAFE 66 W 29 St, Hialeah (Dade county), FL, 33012",Dade,dade
DUNKIN DONUTS,"March 13, 2019",Warning Issued,"DUNKIN DONUTS 15906 Nw 57th Ave, Miami (Dade county), FL, 33014",Dade,dade
CHICKEN HOUSE #3,"March 13, 2019",Warning Issued,"CHICKEN HOUSE #3 2150 Nw 22 Ave, Miami (Dade county), FL, 33142",Dade,dade
SUSHI AND PAN,"March 13, 2019",Warning Issued,"SUSHI AND PAN 9061 Sw 107 Ave , Miami  (Dade county), FL, 33176",Dade,dade
CAFFE' ITALIA,"March 13, 2019",Warning Issued,"CAFFE' ITALIA 1451 Ocean Dr Ste 103, Miami Beach (Dade county), FL, 33139",Dade,dade
CREATIVE EDGE PARTIES OF SOUTH FLORIDA,"March 12, 2019",Warning Issued,"CREATIVE EDGE PARTIES OF SOUTH FLORIDA 4029 N Miami Ave, Miami (Dade county), FL, 33127",Dade,dade
ARAMARK,"March 12, 2019",Warning Issued,"ARAMARK 9700 Nw 112th Ave, Miami (Dade county), FL, 33178",Dade,dade
PASION DEL CIELO,"March 12, 2019",Warning Issued,"PASION DEL CIELO 7586 Nw 104 Ave Ste G-101, Miami (Dade county), FL, 33178",Dade,dade
CANTON ROSE CHINESE RESTAURANT,"March 12, 2019",Warning Issued,"CANTON ROSE CHINESE RESTAURANT 4038 Sw 67 Ave, Miami (Dade county), FL, 33155",Dade,dade
FOUR EIGHT RESTAURANT & LOUNGE,"March 12, 2019",Warning Issued,"FOUR EIGHT RESTAURANT & LOUNGE 4 N Krome Ave, Homestead (Dade county), FL, 33030",Dade,dade
SUBWAY,"March 12, 2019",Call Back - Admin. complaint recommended,"SUBWAY 4200 Nw 21 St, Conc H-4, Miami (Dade county), FL, 33122",Dade,dade
LEAMINGTON HOTEL,"March 12, 2019",Emergency order recommended,"LEAMINGTON HOTEL 307 Ne 1 St, Miami (Dade county), FL, 33132",Dade,dade
"EL TAMALITO CUBANO,INC","March 12, 2019",Call Back - Admin. complaint recommended,"EL TAMALITO CUBANO,INC 1095 West 29 St, Hialeah (Dade county), FL, 33012",Dade,dade
DON DAVIS RESTAURANT CAFE,"March 12, 2019",Call Back - Admin. complaint recommended,"DON DAVIS RESTAURANT CAFE 8200 Nw 27 St #106, Doral (Dade county), FL, 33122",Dade,dade
CHEZ SOLANGE RESTAURANT LLC,"March 12, 2019",Warning Issued,"CHEZ SOLANGE RESTAURANT LLC 13030 Nw 7 Ave, Miami (Dade county), FL, 33168",Dade,dade
SHIRAZ BISTRO & MARKET,"March 12, 2019",Warning Issued,"SHIRAZ BISTRO & MARKET 9630 Sw 77 Ave, Miami (Dade county), FL, 33156",Dade,dade
GAETANO'S PIZZA,"March 12, 2019",Warning Issued,"GAETANO'S PIZZA 9806 Sw 77 Avenue, Miami (Dade county), FL, 33156",Dade,dade
JUAN CAFA,"March 12, 2019",Warning Issued,"JUAN CAFA 288 Aragon Avenue, Coral Gables (Dade county), FL, 33134",Dade,dade
S & N VEGETABLES,"March 12, 2019",Warning Issued,"S & N VEGETABLES 360 W 29 St, Hialeah (Dade county), FL, 330125708",Dade,dade
CAFE TORALDO,"March 12, 2019",Warning Issued,"CAFE TORALDO 3905 Nw 107 AveUnit 105, Doral (Dade county), FL, 33178",Dade,dade
EL SANDUCHON,"March 12, 2019",Warning Issued,"EL SANDUCHON 10740 Nw 74th St, Doral (Dade county), FL, 33178-1504",Dade,dade
SPORT SALSA CAFE LLC,"March 12, 2019",Warning Issued,"SPORT SALSA CAFE LLC 86 W 29 St, Hialeah (Dade county), FL, 33012",Dade,dade
BEST WESTERN PLUS MIAMI DORAL,"March 12, 2019",Warning Issued,"BEST WESTERN PLUS MIAMI DORAL 3875 Nw 107th Ave, Miami (Dade county), FL, 33178",Dade,dade
OLE OLE CAFE,"March 12, 2019",Warning Issued,"OLE OLE CAFE 1550 W 29 St, Hialeah (Dade county), FL, 33012",Dade,dade
SBARRO,"March 12, 2019",Warning Issued,"SBARRO 1668 Collins Ave, Miami Beach (Dade county), FL, 33139",Dade,dade
SABORES DE MI TIERRA 2,"March 12, 2019",Warning Issued,"SABORES DE MI TIERRA 2 2644 Sw 137 Ave, Miami (Dade county), FL, 33175",Dade,dade
CATERING 'THE EVENT,"March 12, 2019",Warning Issued,"CATERING 'THE EVENT 6335 Nw 99 Ave, Doral (Dade county), FL, 33178",Dade,dade
LA CENIZA RESTAURANT & LOUNGE,"March 12, 2019",Warning Issued,"LA CENIZA RESTAURANT & LOUNGE 2450 Nw 36 St, Miami (Dade county), FL, 33142",Dade,dade
GUSO'S LATIN GRILL,"March 12, 2019",Call Back - Admin. complaint recommended,"GUSO'S LATIN GRILL 2645 Nw 79 Ave, Miami (Dade county), FL, 33122",Dade,dade
BRUNOS CAFE,"March 12, 2019",Warning Issued,"BRUNOS CAFE 9464 Nw 13 St, Miami (Dade county), FL, 33172",Dade,dade
CLUB TIPICO DOMINICANO,"March 12, 2019",Warning Issued,"CLUB TIPICO DOMINICANO 1342 Nw 36 St, Miami (Dade county), FL, 331425556",Dade,dade
COSHI LLC,"March 11, 2019",Warning Issued,"COSHI LLC 9351 Sw 56 St, Miami (Dade county), FL, 33165",Dade,dade
TAPAS & TINTOS,"March 11, 2019",Warning Issued,"TAPAS & TINTOS 448 Espanola Way, Miami Beach (Dade county), FL, 33139",Dade,dade
RESTAURANT AT OCEANSIDE / THE TAVERN,"March 11, 2019",Warning Issued,"RESTAURANT AT OCEANSIDE / THE TAVERN 6084 Collins Ave, Miami Beach (Dade county), FL, 33140",Dade,dade
BAVARIA HAUS,"March 11, 2019",Call Back - Admin. complaint recommended,"BAVARIA HAUS 401 Biscayne Blvd N219, Miami (Dade county), FL, 33132",Dade,dade
RACKET,"March 11, 2019",Call Back - Admin. complaint recommended,"RACKET 150 Nw 24 St, Miami (Dade county), FL, 33127",Dade,dade
FRITANGA EL MALECON CORPORATION,"March 11, 2019",Call Back - Admin. complaint recommended,"FRITANGA EL MALECON CORPORATION 315 E 49 St, Hialeah (Dade county), FL, 33013",Dade,dade
LITTLE LOUIES ITALIAN KITCHEN,"March 11, 2019",Warning Issued,"LITTLE LOUIES ITALIAN KITCHEN 4254 Sw 152 Ave, Miami (Dade county), FL, 33185",Dade,dade
SUBWAY 29896,"March 11, 2019",Warning Issued,"SUBWAY 29896 1000 Park Center Boulevard, Miami (Dade county), FL, 33169",Dade,dade
DUNKIN DONUTS,"March 11, 2019",Call Back - Admin. complaint recommended,"DUNKIN DONUTS 10880 Biscayne Blvd, Miami (Dade county), FL, 33161",Dade,dade
LOLA'S GOURMET LLC,"March 11, 2019",Warning Issued,"LOLA'S GOURMET LLC 2860 Coral Way, Miami (Dade county), FL, 33145",Dade,dade
AD LIB,"March 11, 2019",Call Back - Admin. complaint recommended,"AD LIB 2415 Ponce De Leon Blvd, Coral Gables (Dade county), FL, 33134",Dade,dade
MR.COOL ICE CREAM,"March 11, 2019",Warning Issued,"MR.COOL ICE CREAM 10562 Sw 8th St, Miami (Dade county), FL, 33174",Dade,dade
JESSICA FRITANGA INC,"March 11, 2019",Warning Issued,"JESSICA FRITANGA INC 1784 Sw 1 St, Miami (Dade county), FL, 33135",Dade,dade
FLORIDA COOKERY AT THE JAMES ROYAL PALM HOTEL,"March 11, 2019",Warning Issued,"FLORIDA COOKERY AT THE JAMES ROYAL PALM HOTEL 1545 Collins Ave, Miami Beach (Dade county), FL, 33139",Dade,dade
MORELIA GOURMET PALETAS,"March 11, 2019",Call Back - Admin. complaint recommended,"MORELIA GOURMET PALETAS 76 Miracle Mile, Coral Gables (Dade county), FL, 33134",Dade,dade
RESTAURANTE CAFETERIA MITIERRA,"March 11, 2019",Warning Issued,"RESTAURANTE CAFETERIA MITIERRA 601 71st Street, Miami Beach (Dade county), FL, 33141",Dade,dade
COD SEAFOOD & GRILL CORP,"March 11, 2019",Warning Issued,"COD SEAFOOD & GRILL CORP 5881 Nw 37th Ave, Miami (Dade county), FL, 33142",Dade,dade
RUMI PERSIAN GRILL,"March 11, 2019",Warning Issued,"RUMI PERSIAN GRILL 12257 S Dixie Hwy, Pinecrest (Dade county), FL, 33156",Dade,dade
EL PALACIO DE LOS FRIJOLES,"March 11, 2019",Warning Issued,"EL PALACIO DE LOS FRIJOLES 15512 Sw 72 St, Miami (Dade county), FL, 33193",Dade,dade
TASTE BUDS OF INDIA,"March 11, 2019",Warning Issued,"TASTE BUDS OF INDIA 946 Normandy Dr, Miami Beach (Dade county), FL, 33141",Dade,dade
SOHO HOUSE RESTAURANT BAR 8TH FLOOR,"March 11, 2019",Warning Issued,"SOHO HOUSE RESTAURANT BAR 8TH FLOOR 4385 Collins Ave, Miami Beach (Dade county), FL, 33140",Dade,dade
THE BUTCHER SHOP,"March 11, 2019",Warning Issued,"BUTCHER SHOP 165 Nw 23 St, Miami (Dade county), FL, 33127",Dade,dade
SOUTH POINTE TAVERN,"March 11, 2019",Warning Issued,"SOUTH POINTE TAVERN 40 S Pointe Dr Ste 109, Miami Beach (Dade county), FL, 33139",Dade,dade
